timestamp,human_readable_date,value,context
1576808704408,2019-12-19 23:25:04,-123.0,b'{}'
1576807982517,2019-12-19 23:13:02,-125.0,b'{}'
1576807258906,2019-12-19 23:00:58,-124.0,b'{}'
1576806535697,2019-12-19 22:48:55,-126.0,b'{}'
1576805814422,2019-12-19 22:36:54,-134.0,b'{}'
1576805090034,2019-12-19 22:24:50,-130.0,b'{}'
1576804366458,2019-12-19 22:12:46,-129.0,b'{}'
1576803643650,2019-12-19 22:00:43,-131.0,b'{}'
1576802924516,2019-12-19 21:48:44,-120.0,b'{}'
1576802197748,2019-12-19 21:36:37,-130.0,b'{}'
1576801475446,2019-12-19 21:24:35,-122.0,b'{}'
1576800752150,2019-12-19 21:12:32,-133.0,b'{}'
1576799306707,2019-12-19 20:48:26,-125.0,b'{}'
1576798583938,2019-12-19 20:36:23,-128.0,b'{}'
1576797862015,2019-12-19 20:24:22,-130.0,b'{}'
1576797139096,2019-12-19 20:12:19,-122.0,b'{}'
1576796417334,2019-12-19 20:00:17,-124.0,b'{}'
1576794969853,2019-12-19 19:36:09,-131.0,b'{}'
1576794247199,2019-12-19 19:24:07,-121.0,b'{}'
1576793524236,2019-12-19 19:12:04,-125.0,b'{}'
1576792801425,2019-12-19 19:00:01,-126.0,b'{}'
1576792078366,2019-12-19 18:47:58,-132.0,b'{}'
1576791355546,2019-12-19 18:35:55,-132.0,b'{}'
1576790633674,2019-12-19 18:23:53,-126.0,b'{}'
1576789910071,2019-12-19 18:11:50,-121.0,b'{}'
1576789187271,2019-12-19 17:59:47,-131.0,b'{}'
1576788464476,2019-12-19 17:47:44,-122.0,b'{}'
1576787741190,2019-12-19 17:35:41,-131.0,b'{}'
1576787018577,2019-12-19 17:23:38,-123.0,b'{}'
1576786295792,2019-12-19 17:11:35,-122.0,b'{}'
1576785572963,2019-12-19 16:59:32,-124.0,b'{}'
1576784851067,2019-12-19 16:47:31,-124.0,b'{}'
1576784128640,2019-12-19 16:35:28,-122.0,b'{}'
1576783405337,2019-12-19 16:23:25,-126.0,b'{}'
1576782682539,2019-12-19 16:11:22,-122.0,b'{}'
1576781958972,2019-12-19 15:59:18,-124.0,b'{}'
1576781235955,2019-12-19 15:47:15,-120.0,b'{}'
1576780513843,2019-12-19 15:35:13,-123.0,b'{}'
1576779791135,2019-12-19 15:23:11,-125.0,b'{}'
1576779068305,2019-12-19 15:11:08,-128.0,b'{}'
1576778345574,2019-12-19 14:59:05,-122.0,b'{}'
1576777622741,2019-12-19 14:47:02,-130.0,b'{}'
1576776900193,2019-12-19 14:35:00,-121.0,b'{}'
1576776176302,2019-12-19 14:22:56,-123.0,b'{}'
1576775454299,2019-12-19 14:10:54,-123.0,b'{}'
1576774731685,2019-12-19 13:58:51,-132.0,b'{}'
1576774007753,2019-12-19 13:46:47,-124.0,b'{}'
1576773284811,2019-12-19 13:34:44,-123.0,b'{}'
